/srv/defectDetectionDataset/multiclassClassification/noisy/missing_part/chart_Missing_end.png, missing_part, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231535_667.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_232211_963.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_224939_984.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_232429_377.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_233043_439.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230323_991.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_232602_353.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_233048_413.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230318_377.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230911_638.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_225746_532.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230044_721.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_232325_392.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230759_073.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230934_002.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230026_083.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_232910_434.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_231446_515.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230440_196.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_233405_378.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230405_603.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230257_508.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_231433_697.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_232502_591.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231734_996.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_232839_536.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230015_288.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_232853_308.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231742_634.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_233204_014.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231818_187.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_231429_913.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_232323_516.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230003_290.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_223821_301.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_233354_446.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231850_231.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230335_882.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231802_518.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230248_744.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_225838_168.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230050_753.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230100_485.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230930_743.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_233344_920.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231540_770.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_232229_304.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_233201_507.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230122_457.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_232313_370.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_231424_040.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231725_295.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230419_405.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230259_710.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_223826_956.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_232706_164.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_225155_056.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_225836_459.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231525_753.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231552_242.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_232242_305.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_233332_306.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_232731_298.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/deformation_20240617_225843_571.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_232552_893.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230022_843.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_225958_395.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_233135_289.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_233359_805.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231822_249.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_230059_067.png, new, deformation, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225059_175.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225405_704.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_230208_633.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225427_983.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225353_704.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_230159_827.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_230202_379.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225409_980.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225417_981.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_230204_830.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225402_607.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225422_212.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225359_109.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_225103_671.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/other/other_20240617_230148_435.png, new, other, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_234212_196.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_234321_886.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_234328_333.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_234338_090.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_234359_968.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_233951_827.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_234008_285.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_233942_444.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_234242_338.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/missing_part/missing_part_20240617_233959_401.png, new, missing_part, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/water_stain/water_stain_20240618_001310_065.png, new, water_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/water_stain/water_stain_20240618_001313_793.png, new, water_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/water_stain/water_stain_20240618_001334_259.png, new, water_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/water_stain/water_stain_20240618_001327_776.png, new, water_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/water_stain/water_stain_20240618_001302_067.png, new, water_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/water_stain/water_stain_20240618_001258_021.png, new, water_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/water_stain/water_stain_20240618_001322_714.png, new, water_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000611_162.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000659_989.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000346_295.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000616_974.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000735_577.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235140_661.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000709_396.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000749_312.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000730_890.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_234818_517.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235206_782.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_001003_022.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000323_955.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000638_954.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000950_491.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000653_787.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235200_080.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_001031_316.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000720_847.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000337_139.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_234839_482.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000613_907.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000604_432.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_234834_389.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235202_019.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235339_600.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235156_512.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_234807_059.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235553_837.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000635_228.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000715_948.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_234823_254.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_234845_109.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_001027_342.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235330_386.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000648_079.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235333_884.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000718_524.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000602_104.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000806_190.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000641_884.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000726_276.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235125_377.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000809_286.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000349_397.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_235211_508.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240617_234827_812.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000755_793.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/no_defects/no_deficiencies_20240618_000703_510.png, new, no_defects, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000005_325.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000013_641.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000032_001.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000219_392.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000036_297.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000215_369.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000258_496.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240617_235941_860.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000008_530.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000043_727.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000222_248.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000234_267.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240617_235954_295.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000040_872.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000254_478.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000232_573.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000016_709.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000051_898.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000227_953.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/silicate_stain/silicate_stain_20240618_000026_505.png, new, silicate_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/black_stain/black_stain_20251110_134943_331.png, new, black_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/black_stain/black_stain_20240617_225605_405.png, new, black_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/black_stain/black_stain_20251110_134936_755.png, new, black_stain, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001131_178.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001154_942.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001158_363.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001138_187.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001118_396.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001124_837.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001147_903.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001121_316.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001151_039.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/crack/crack_20240618_001115_115.png, new, crack, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240617_234031_650.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240618_000922_794.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235308_094.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240618_000907_309.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235237_884.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235241_416.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240618_000859_390.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240618_000915_086.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240618_001451_164.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240617_234116_596.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235422_462.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235413_747.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235247_939.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235424_758.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240618_000839_742.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240617_234025_905.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240618_000457_635.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240617_234052_797.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235234_705.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240617_234141_638.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240617_234137_580.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235407_711.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/bend_20240618_001455_984.png, new, deformation, added to val split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/val/deformation/deformation_20240617_235401_077.png, new, deformation, added to val split
